Name	468_MeCP2_NTC - linear total RPKM	468_MeCP2_sh1 - linear total RPKM	468_MeCP2_sh3 - linear total RPKM
SIX3	0.081	1.278	1.481
SIX3-AS1	0.138	0.017	0.224
SIX4	4.47	5.117	5.056
SIX5	3.754	7.228	6.885
SIX6	0	0	0
SKA1	1.534	5.769	4.038
SKA2	4.589	26.048	23.309
SKA3	3.013	8.166	7.399
SKAP1	0.002	0	0
SKAP2	2.676	16.908	14.392
SKI	7.476	23.173	19.355
SKIDA1	0.412	0.888	0.837
SKIL	2.576	17.464	16.004
SKIV2L	6.512	23.511	22.999
SKOR1	0.016	0.013	0.01
SKOR2	0.013	0	0.013
SKP1	20.176	119.687	100.619
SKP2	4.649	21.225	18.257
SLA	0	0	0
SLA2	0.036	0.746	1.138
SLAIN1	0.001	0.001	0.005
SLAIN2	6.302	17.459	15.828
SLAMF1	0.013	0	0
SLAMF6	0.002	0	0
SLAMF7	0.002	0.002	0
SLAMF8	0	0.001	0
SLAMF9	0.016	0.346	0.336
SLBP	15.805	18.693	19.144
SLC1A1	0.066	2.139	0.934
SLC1A2	0.316	0.986	0.931
SLC1A3	17.89	77.096	68.478
SLC1A4	8.302	17.283	19.885
SLC1A5	62.969	156.548	171.473
SLC1A6	27.619	119.535	123.017
SLC1A7	0	0	0.001
SLC2A1	14.054	56.731	62.288
SLC2A1-AS1	4.244	4.984	3.654
SLC2A2	0.134	0.462	0.201
SLC2A3	0.314	6.519	5.217
SLC2A4	0.038	0.475	0.331
SLC2A4RG	20.083	47.277	46.988
SLC2A5	0	0	0
SLC2A6	2.131	2.8	2.607
SLC2A7	0	0	0
SLC2A8	2.292	7.292	7.781
SLC2A9	0.544	1.09	0.627
SLC2A10	3.533	3.419	4.17
SLC2A11	9.017	14.347	14.158
SLC2A12	0.082	3.194	3.216
SLC2A13	0.238	0.083	0.09
SLC2A14	0.938	3.697	3.579
SLC3A1	1.988	2.136	1.714
SLC3A2	65.94	131.91	185.453
SLC4A1	0.001	0.008	0.001
SLC4A1AP	4.753	10.593	10.36
SLC4A2	28.637	57.801	53.506
SLC4A3	2.531	7.04	6.598
SLC4A4	0.039	0.9	0.984
SLC4A5	0.037	0.372	0.459
SLC4A7	1.041	7.901	9.239
SLC4A8	3.22	2.503	2.66
SLC4A9	0.028	0.325	0.138
SLC4A10	0	0	0
SLC4A11	8.004	17.032	20.34
SLC5A1	1.025	4.112	1.331
SLC5A2	0.02	0.084	0.108
SLC5A3	3.038	13.309	12.658
SLC5A4	0.062	0.142	0.056
SLC5A4-AS1	0.145	0.326	0.073
SLC5A5	0.001	0.001	0
SLC5A6	11.621	47.78	39.981
SLC5A7	0	0	0
SLC5A8	0	0.001	0
SLC5A9	0	0	0
SLC5A10	0.401	1.1	1.072
SLC5A11	0.001	0	0.001
SLC5A12	0.357	0.297	0.286
SLC6A1	0.001	0	0
SLC6A1-AS1	0.002	0.001	0
SLC6A2	0.771	2.008	2.861
SLC6A3	0.001	0	0
SLC6A4	0.01	0.001	0.055
SLC6A5	0	0	0
SLC6A6	1.958	3.954	6.482
SLC6A7	0.031	0.007	0.022
SLC6A8	1.161	5.337	6.613
SLC6A9	6.807	22.899	28.132
SLC6A11	1.815	6.874	8.129
SLC6A12	0	0.001	0
SLC6A13	0	0	0
SLC6A14	1.332	9.294	2.994
SLC6A15	0	0.001	0
SLC6A16	0.049	0.471	0.899
SLC6A17	2.127	12.131	11.277
SLC6A18	0	0	0
SLC6A19	0	0	0
SLC6A20	0.012	0.002	0.015
SLC7A1	7.443	26.266	29.487
SLC7A2	0.028	0.26	0.292
SLC7A3	0	0	0
SLC7A4	0	0.001	0
SLC7A5	89.666	137.519	235.904
SLC7A6	3.995	6.472	5.414
SLC7A6OS	2.208	7.115	9.29
SLC7A7	0.261	0.081	0.166
SLC7A8	0.048	0.322	0.477
SLC7A9	0.02	0.014	0.195
SLC7A10	0.034	0.167	0.272
SLC7A11	5.929	6.798	5.681
SLC7A11-AS1	6.634	5.063	5.493
SLC7A13	0	0.001	0
SLC7A14	0.001	0	0
SLC7A14-AS1	11.705	10.938	11.138
SLC8A1	0	0	0
SLC8A1-AS1	0	0	0
SLC8A2	0.162	0.088	0.279
SLC8A3	0	0.006	0
SLC8B1	1.197	2.515	2.219
SLC9A1	2.429	8.475	8.502
SLC9A2	0.061	0.01	0.043
SLC9A3	0.091	0.079	0.174
SLC9A3-AS1	0.661	0.638	0.872
SLC9A3R1	48.931	102.144	90.889
SLC9A3R2	10.628	37.318	30.456
SLC9A4	0	0	0
SLC9A5	0.395	0.85	0.462
SLC9A6	1.937	10.617	10.213
SLC9A7	1.97	3.748	4.393
SLC9A8	1.858	6.337	5.432
SLC9A9	0.001	0	0
SLC9A9-AS1	0.002	0	0.001
SLC9B1	2.687	2.632	2.067
SLC9B2	0.098	2.927	2.273
SLC9C1	0.005	0.001	0
SLC9C2	0.001	0	0
SLC10A1	0.029	0.424	0.229
SLC10A2	0	0	0
SLC10A3	8.038	37.506	40.635
SLC10A4	0	0.148	0.017
SLC10A5	0.209	0.558	0.646
SLC10A6	0	0.002	0.001
SLC10A7	0.087	1.916	0.496
SLC11A1	3.743	3.683	3.847
SLC11A2	4.954	14.052	11.736
SLC12A1	0	0.004	0
SLC12A2	30.021	98.832	81.078
SLC12A3	0.206	0.276	1.559
SLC12A4	3.247	10.591	10.427
SLC12A5	0.003	0.027	0.004
SLC12A5-AS1	0.438	0.665	0.825
SLC12A6	5.207	5.111	5.294
SLC12A7	1.055	1.18	3.679
SLC12A8	1.11	4.696	3.543
SLC12A9	6.687	18.39	15.777
SLC12A9-AS1	0.083	2.727	1.327
SLC13A1	0	0	0
SLC13A2	0	0.008	0
SLC13A3	0.168	3.846	4.491
SLC13A4	0.027	0.36	0.46
SLC13A5	0	0	0
SLC14A1	3.518	3.566	3.46
SLC14A2	0.001	0	0.001
SLC14A2-AS1	0.047	0.071	0.081
SLC15A1	0.405	0.79	0.646
SLC15A2	0.528	3.139	1.66
SLC15A3	2.004	2.929	2.934
SLC15A4	1.72	5.312	5.391
SLC15A5	0	0	0
SLC16A1	3.897	18.025	15.521
SLC16A1-AS1	4.608	4.642	6.008
SLC16A2	2.762	4.578	6.153
SLC16A3	1.215	5.884	11.556
SLC16A4	0.693	2.55	2.765
SLC16A5	2.739	5.78	8.284
SLC16A6	0.083	1.548	1.867
SLC16A7	2.47	2.876	2.549
SLC16A8	1.258	1.956	2.588
SLC16A9	0	0.001	0.001
SLC16A10	3.714	3.949	4.197
SLC16A11	0.033	0.022	0.166
SLC16A12	0	0.002	0
SLC16A12-AS1	0	0	0
SLC16A13	1.339	4.308	3.906
SLC16A14	2.161	3.355	4.955
SLC17A1	0	0	0
SLC17A2	0	0	0
SLC17A3	0	0	0
SLC17A4	0.089	0.083	0.1
SLC17A5	1.537	9.11	7.295
SLC17A6	0	0	0
SLC17A7	0.118	0.01	0.099
SLC17A8	0.001	0	0
SLC17A9	0	0.005	0.001
SLC18A1	0	0	0
SLC18A2	0.001	0	0.001
SLC18A3	0	0	0
SLC18B1	4.714	4.263	4.331
SLC19A1	6.647	17.236	16.428
SLC19A2	1.549	5.68	4.784
SLC19A3	0.024	0.024	0.195
SLC20A1	3.008	13.532	12.707
SLC20A2	8.931	26.728	20.713
SLC22A1	0.149	0.148	0.074
SLC22A2	0	0	0
SLC22A3	0	0.001	0
SLC22A4	0.534	1.245	1.126
SLC22A5	2.724	6.375	7.525
SLC22A6	0	0	0
SLC22A7	0.019	0.232	0.222
SLC22A8	0	0.001	0
SLC22A9	0	0	0
SLC22A10	0	0	0
SLC22A11	0.001	0	0
SLC22A12	0	0	0
SLC22A13	0.016	0.013	0.019
SLC22A14	0.002	0.001	0.063
SLC22A15	0.275	0.662	1.194
SLC22A16	0	0.001	0
SLC22A17	0.561	1.337	0.622
SLC22A18	3.126	21.895	19.606
SLC22A18AS	0.046	1.121	0.854
SLC22A23	5.125	13.994	12.526
SLC22A24	0	0	0
SLC22A25	1.985	3.835	3.661
SLC22A31	0.002	0.025	0.139
SLC23A1	0.03	0.016	0.172
SLC23A2	1.284	6.805	5.477
SLC23A3	0.454	0.73	1.095
SLC24A1	1.14	1.211	1.025
SLC24A2	0.001	0	0
SLC24A3	1.394	5.611	3.412
SLC24A4	0.008	0.001	0.001
SLC24A5	0	0	0.001
SLC25A1	16.233	60.085	50.703
SLC25A2	0.013	0.013	0
SLC25A3	37.768	161.019	158.967
SLC25A4	5.293	15.588	16.672
SLC25A5	86.801	535.801	474.658
SLC25A5-AS1	1.512	12.554	10.569
SLC25A6	12.496	38.576	37.473
SLC25A6	12.496	38.576	37.473
SLC25A10	6.666	29.732	26.904
SLC25A11	5.879	24.193	24.154
SLC25A12	0.845	6.433	4.175
SLC25A13	1.692	10.911	9.727
SLC25A14	12.295	17.29	14.704
SLC25A15	2.419	8.765	7.854
SLC25A16	9.324	11.152	10.649
SLC25A17	1.983	11.997	11.572
SLC25A18	2.586	2.05	2.197
SLC25A19	4.992	14.766	13.917
SLC25A20	1.407	2.466	1.918
SLC25A21	0.049	0.794	1.321
SLC25A21-AS1	0.059	0.567	0.694
SLC25A22	3.716	10.748	9.583
SLC25A23	7.651	13.094	9.865
SLC25A24	5.15	32.876	28.517
SLC25A25	1.304	6.008	5.822
SLC25A25-AS1	20.176	17.96	18.968
SLC25A26	2.079	8.87	7.406
SLC25A27	1.28	3.38	4.405
SLC25A28	2.692	10.356	9.754
SLC25A29	7.783	13.969	15.879
SLC25A30	0.102	1.311	1.282
SLC25A30-AS1	0.024	0.024	0.189
SLC25A31	0.001	0	0
SLC25A32	15.463	26.599	25.337
SLC25A33	1.774	11.827	12.032
SLC25A34	0.024	0.288	0.246
SLC25A34-AS1	0.002	0.022	0.002
SLC25A35	7.038	7.479	7.957
SLC25A36	4.65	14.413	13.139
SLC25A37	5.155	19.096	19.739
SLC25A38	2.285	1.666	3.022
SLC25A39	34.738	62.793	62.619
SLC25A40	0.147	5.097	3.347
SLC25A41	0.014	0.022	0.074
SLC25A42	0.066	1.65	1.863
SLC25A43	12.454	30.09	27.424
SLC25A44	2.982	18.114	11.963
SLC25A45	10.725	9.904	9.543
SLC25A46	1.424	7.563	7.408
SLC25A47	0.002	0.002	0.002
SLC25A48	0.044	0.043	0.053
SLC25A48-AS1	0	0	0
SLC25A51	24.282	33.578	29.691
SLC25A52	0.049	0.649	0.67
SLC25A53	0	0.002	0
SLC26A1	0.845	3.243	2.988
SLC26A2	1.328	4.356	4.737
SLC26A3	0	0	0
SLC26A4	0.014	0.096	0.002
SLC26A4-AS1	0.242	0.326	0.252
SLC26A5	2.637	2.141	2.059
SLC26A6	1.445	6.685	6.597
SLC26A7	0	0	0
SLC26A8	0.009	0.01	0.068
SLC26A9	0.001	0	0
SLC26A9-AS1	0.331	0.279	0.566
SLC26A10	0	0	0.001
SLC26A11	2.917	8.896	8.22
SLC27A1	12.164	16.786	17.454
SLC27A2	1.326	3.424	3.829
SLC27A3	2.884	4.986	8.177
SLC27A4	4.891	12.94	13.643
SLC27A5	0.441	3.032	2.836
SLC27A6	0	0	0
SLC28A1	1.639	2.155	3.112
SLC28A2	0	0.002	0
SLC28A3	0.515	3.274	1.896
SLC29A1	2.65	8.305	7.227
SLC29A2	9.021	22.473	19.726
SLC29A3	0.118	2.733	3.655
SLC29A4	1.11	4.778	5.702
SLC30A1	5.279	17.669	13.052
SLC30A2	0.042	0.033	0.519
SLC30A3	0.031	0.027	0.258
SLC30A4	0.678	4.205	3.427
SLC30A5	2.177	17.141	13.003
SLC30A6	9.395	13.709	12.877
SLC30A7	1.479	7.945	6.208
SLC30A8	0	0	0
SLC30A9	2.116	13.302	10.889
SLC30A10	0.001	0.001	0.001
SLC31A1	3.415	25.736	22.723
SLC31A2	1.527	3.92	3.602
SLC32A1	0	0.001	0
SLC33A1	5.733	9.513	7.719
SLC34A1	0.661	0.427	0.481
SLC34A2	4.42	28.927	16.607
SLC34A3	0.036	1.699	1.043
SLC35A1	0.237	13.457	8.658
SLC35A2	3.232	10.548	10.78
SLC35A3	2.735	18.253	14.954
SLC35A4	5.817	14.005	23.044
SLC35A5	0.213	9.23	8.122
SLC35B1	6.572	27.675	24.623
SLC35B2	9.374	38.48	35.863
SLC35B3	3.029	10.795	9.383
SLC35B4	7.17	6.774	6.483
SLC35C1	2.915	10.83	10.151
SLC35C2	7.668	24.341	26.196
SLC35D1	1.186	1.951	2.381
SLC35D2	8.6	17.47	14.251
SLC35D3	0	0	0.002
SLC35E1	19.588	26.533	28.384
SLC35E2A	0.287	1.45	1.347
SLC35E2B	13.698	17.38	19.75
SLC35E3	14.419	14.641	13.679
SLC35E4	0.506	0.86	1.408
SLC35F1	0.001	0	0
SLC35F2	5.071	36.539	37.83
SLC35F3	0	0	0
SLC35F4	0.207	0.205	0.217
SLC35F5	17.851	18.032	16.402
SLC35F6	6.278	26.959	26.916
SLC35G1	1.359	3.7	2.506
SLC35G2	0.008	0.453	0.484
SLC35G3	0	0	0
SLC35G4	0	0	0
SLC35G5	0	0.018	0.001
SLC35G6	0.041	0.418	0.422
SLC36A1	0.819	2.783	2.792
SLC36A2	0	0.009	0.001
SLC36A3	3.167	2.392	2.893
SLC36A4	0.951	1.882	1.577
SLC37A1	2.308	10.049	6.872
SLC37A2	0.001	0.012	0.011
SLC37A3	2.387	13.862	10.491
SLC37A4	3.298	20.35	19.228
SLC38A1	8.455	36.639	32.437
SLC38A2	6.266	38.496	34.714
SLC38A3	0.694	1.241	2.931
SLC38A4	0.001	0.002	0.006
SLC38A5	0.001	0.012	0.002
SLC38A6	3.5	3.385	3.205
SLC38A7	8.467	10.684	10.301
SLC38A8	0	0	0
SLC38A9	0.085	1.612	1.648
SLC38A10	11.092	23.812	24.196
SLC38A11	0	0	0.005
SLC39A1	18.425	107.495	68.965
SLC39A2	0.046	0.888	0.425
SLC39A3	5.491	13.834	13.232
SLC39A4	3.602	12.915	15.738
SLC39A5	0.02	0.18	0.107
SLC39A6	3.098	9.771	7.509
SLC39A7	20.439	67.607	61.027
SLC39A8	2.109	8.604	6.797
SLC39A9	4.457	16.831	13.673
SLC39A10	0.864	3.848	2.42
SLC39A11	5.731	16.545	13.732
SLC39A12	0	0	0
SLC39A12-AS1	0.69	2.508	2.231
SLC39A13	2.371	12.154	10.825
SLC39A14	8.729	19.36	16.947
SLC40A1	0.076	0	0.001
SLC41A1	6.277	13.621	9.28
SLC41A2	0.779	3.573	2.949
SLC41A3	3.148	12.897	11.869
SLC43A1	0.9	1.21	2.775
SLC43A2	8.345	9.352	10.216
SLC43A3	6.113	27.313	27.06
SLC44A1	3.085	14.507	12.82
SLC44A2	91.293	540.084	480.273
SLC44A3	1.889	9.363	9.212
SLC44A3-AS1	5.128	11.375	9.876
SLC44A4	0.001	0.045	0
SLC44A5	0	0	0
SLC45A1	0	0.006	0.016
SLC45A2	0.001	0.089	0.001
SLC45A3	2.105	3.678	3.133
SLC45A4	2.841	12.209	12.239
SLC46A1	0.63	2.496	2.979
SLC46A2	0.949	1.238	1.079
SLC46A3	0.124	3.373	2.739
SLC47A1	0.672	0.97	2.472
SLC47A2	0.445	0.938	1.219
SLC48A1	49.147	62.526	60.707
SLC49A3	0.028	0.17	0.269
SLC49A4	4	3.849	3.985
SLC50A1	6.831	50.109	33.277
SLC51A	0.024	0.218	0.216
SLC51B	0	0	0.002
SLC52A1	0.033	0.017	0.078
SLC52A2	22.7	63.677	63.905
SLC52A3	1.307	7.215	4.979
SLC66A1	10.423	9.083	9.103
SLC66A1L	0.031	0	0
SLC66A2	6.138	13.583	14.867
SLC66A3	14.124	12.933	12.417
SLCO1A2	0	0	0
SLCO1B1	0	0	0
SLCO1B3	0	0	0
SLCO1B3-SLCO1B7	0	0	0
SLCO1B7	0	0	0
SLCO1C1	0.642	0.58	0.559
SLCO2A1	0.067	1.551	0.729
SLCO2B1	0	0	0
SLCO3A1	2.137	6.495	7.132
SLCO4A1	0.609	0.917	1.822
SLCO4A1-AS1	0.048	0.603	0.629
SLCO4C1	0	0	0
SLCO5A1	0.757	0.701	0.683
SLCO6A1	0	0	0
SLF1	1.218	3.35	3.014
SLF2	1.565	7.748	8.511
SLFN5	1.243	5.837	5.135
SLFN11	1.034	6.058	6.314
SLFN12	0.089	2.32	2.596
SLFN12L	0.038	0.393	0.305
SLFN13	1.709	12.966	11.347
SLFN14	0.001	0.001	0.001
SLFNL1	0.688	2.103	1.679
SLFNL1-AS1	11.681	10.986	10.417
SLIRP	11.598	37.886	36.57
SLIT1	0.014	0.061	0.025
SLIT1-AS1	0	0	0
SLIT2	0	0.001	0
SLIT2-IT1	0.002	0	0.001
SLIT3	0.001	0.126	0.005
SLITRK1	0	0	0
SLITRK2	0.001	0.001	0
SLITRK3	0.001	0	0
SLITRK4	0	0	0
SLITRK5	0.018	1.517	0.08
SLITRK6	0.117	4.081	3.121
SLK	2.066	12.631	10.409
SLMAP	1.77	6.962	6.786
SLMO2-ATP5E	4.873	42.574	37.802
SLN	0	0	0
SLPI	68.597	256.926	165.67
SLTM	5.85	21.919	20.437
SLU7	3.514	20.988	19.154
SLURP1	0.137	6.12	6.227
SLURP2	3.956	25.555	39.155
SLX1A	1.393	4.063	4.903
SLX1A-SULT1A3	9.981	24.7	27.641
SLX1B	1.393	4.063	4.903
SLX1B-SULT1A4	0	0	0
SLX4	0.977	3.222	2.817
SLX4IP	0.119	3.743	3.076
SMAD1	2.723	8.147	8.948
SMAD1-AS1	1.619	9.268	10.567
SMAD1-AS2	0.35	0.32	0.415
SMAD2	5.809	33.997	25.538
SMAD3	2.991	12.772	12.334
SMAD4	0	0	0
SMAD5	1.939	14.234	10.669
SMAD5-AS1	0.043	0.626	0.37
SMAD6	2.66	6.221	8.9
SMAD7	0.718	2.168	3.374
SMAD9	0.001	0.001	0.009
SMAGP	0.375	11.244	11.251
SMAP1	4.466	25.848	19.518
SMAP2	2.852	17.468	14.144
SMARCA1	0.064	1.644	0.806
SMARCA2	4.061	15.502	15.409
SMARCA4	19.181	70.396	65.855
SMARCA5	5.843	25.168	22.694
SMARCA5-AS1	0.139	3.542	3.971
SMARCAD1	1.221	6.443	5.848
SMARCAL1	1.456	8.971	7.923
SMARCB1	10.348	52.601	53.075
SMARCC1	7.728	40.962	38.372
SMARCC2	7.226	25.704	24.153
SMARCD1	6.788	8.501	9.825
SMARCD2	11.826	25.908	23.984
SMARCD3	0.94	4.905	3.372
SMARCE1	5.553	31.589	29.975
SMC1A	6	22.758	21.112
SMC1B	0.05	0.106	0.067
SMC2	2.421	9.053	7.499
SMC2-AS1	1.031	2.072	1.727
SMC3	2.686	16.832	14.063
SMC4	7.185	35.771	26.839
SMC5	5.479	9.468	7.809
SMC5-AS1	0.358	1.076	1.231
SMC6	4.542	16.034	13.752
SMCHD1	10.851	26.649	26.995
SMCO1	0	0	0.001
SMCO2	0.002	0.016	0.014
SMCO3	0	0.002	0.026
SMCO4	2.494	4.843	3.662
SMCP	0	0	0
SMCR2	0.02	0.306	0.578
SMCR5	1.502	1.998	1.936
SMCR8	1.643	6.2	5.178
SMDT1	4.773	19.025	20.442
SMG1	5.359	23.595	22.378
SMG5	11.67	60.608	46.245
SMG6	2.832	9.549	10.553
SMG7	5.472	25.071	17.967
SMG7-AS1	3.809	3.748	3.29
SMG8	0.157	0.281	0.145
SMG9	11.125	47.346	43.877
SMILR	0.612	1.437	0.899
SMIM1	0.065	0.907	0.866
SMIM2	0	0.002	0.002
SMIM2-AS1	0.302	0.716	0.59
SMIM2-IT1	0.034	0.002	0.002
SMIM3	0.125	1.672	4.22
SMIM4	3.646	12.02	13.242
SMIM5	5.639	5.431	5.354
SMIM6	0.05	0.788	1.259
SMIM7	29.693	39.375	36.004
SMIM8	1.648	3.549	4.055
SMIM9	0	0	0
SMIM10	0	0	0.001
SMIM10L1	4.971	19.995	16.244
SMIM10L2A	0.082	1.421	1.301
SMIM10L2B	0.082	1.421	1.301
SMIM10L2B-AS1	0.002	0.002	0
SMIM11A	0	0	0
SMIM11B	1.162	5.933	4.773
SMIM12	3.719	15.266	15.009
SMIM13	8.441	31.14	21.348
SMIM14	0.175	4.498	8.048
SMIM15	0.337	19.66	18.225
SMIM15-AS1	0.135	3.563	4.351
SMIM17	0	0	0.001
SMIM18	0.002	0.023	0.002
SMIM19	2.116	16.567	13.458
SMIM20	0.27	12.242	12.205
SMIM21	0	0	0
SMIM22	0	0	0
SMIM23	0	0	0
SMIM24	0	0	0
SMIM25	0.1	1.543	1.587
SMIM26	0.61	46.665	37.405
SMIM27	0.102	2.667	2.086
SMIM28	0	0	0.002
SMIM29	4.374	12.615	10.48
SMIM30	4.213	18.482	14.156
SMIM31	0	0	0
SMIM32	0	0	0
SMIM33	0	0.028	0
SMIM34A	0.002	0.002	0
SMIM35	2.714	2.112	2.242
SMIM38	7.021	6.552	6.337
SMIM40	0	0	0
SMIM41	0	0.003	0.002
SMKR1	0.099	1.064	0.079
SMLR1	0	0.442	0
SMN1	2.144	3.42	6.467
SMN2	2.477	11.01	8.1
SMNDC1	3.258	18.362	14.598
SMO	2.381	1.56	2.652
SMOC1	0.068	4.547	3.501
SMOC2	0	0	0
SMOX	4.526	5.943	12.001
SMPD1	1.691	6.811	5.342
SMPD2	3.364	6.843	7.267
SMPD3	0.037	0.377	0.235
SMPD4	13.475	48.654	46.733
SMPDL3A	0	0	0
SMPDL3B	1.76	12.052	13.05
SMPX	0	0	0.001
SMR3A	0	0	0
SMR3B	0	0	0
SMS	8.511	65.791	49.423
SMTN	3.637	11.303	8.669
SMTNL1	0.038	0.189	0.311
SMTNL2	0.091	0	0.169
SMU1	3.885	19.8	19.172
SMUG1	5.896	5.045	5.582
SMUG1-AS1	0.015	0.136	0.145
SMURF1	3.165	13.214	11.291
SMURF2	1.909	9.316	7.838
SMYD1	0	0	0
SMYD2	6.338	46.133	31.992
SMYD3	0.764	10.717	7.593
SMYD4	21.083	18.722	19.748
SMYD5	2.452	6.903	6.258
SNAI1	0.065	1.341	1.582
SNAI2	0	0	0
SNAI3	0.464	0.809	1.731
SNAI3-AS1	0.492	1.501	1.266
SNAP23	0.255	9.1	7.939
SNAP25	0.003	0	0.002
SNAP25-AS1	0.381	0.518	0.514
SNAP29	5.6	22.848	22.007
SNAP47	6.733	22.221	15.667
SNAP91	0	0	0
SNAPC1	1.079	4.735	5.252
SNAPC2	4.941	8.979	11.461
SNAPC3	10.328	11.675	11.158
SNAPC4	1.986	6.697	6.409
SNAPC5	2.208	6.774	7.589
SNAPIN	7.877	32.373	26.574
SNAR-A1	0.023	0.101	0.017
SNAR-A2	0.023	0.101	0.017
SNAR-A3	0.023	0.102	0.017
SNAR-A4	0.023	0.102	0.017
SNAR-A5	0.023	0.102	0.017
SNAR-A6	0.023	0.102	0.017
SNAR-A7	0.023	0.102	0.017
SNAR-A8	0.023	0.102	0.017
SNAR-A9	0.023	0.102	0.017
SNAR-A10	0.023	0.102	0.017
SNAR-A11	0.023	0.102	0.017
SNAR-A12	0.014	0.06	0.01
SNAR-A13	0.014	0.06	0.01
SNAR-A14	0.023	0.102	0.017
SNAR-B1	0	0.025	0.002
SNAR-B2	0	0.025	0.002
SNAR-C1	0	0.001	0
SNAR-C2	0	0.001	0
SNAR-C3	0.003	0.022	0
SNAR-C4	0.003	0.022	0
SNAR-C5	0	0.001	0
SNAR-D	0	0.002	0
SNAR-E	0.062	0.003	0
SNAR-F	0	0	0
SNAR-G1	0	0	0
SNAR-G2	0	0	0
SNAR-H	0	0.003	0
SNAR-I	0	0	0
SNCA	0	0.029	0.035
SNCA-AS1	0	0	0
SNCAIP	0.011	0.254	0.113
SNCB	0.002	0	0.019
SNCG	0.017	2.009	2.014
SND1	13.798	58.177	58.983
SND1-IT1	0.075	1.203	1.206
SNED1	0.428	1.676	1.155
SNF8	4.469	12.004	12.073
SNHG1	19.763	94.915	72.112
SNHG3	15.675	16.446	15.433
SNHG4	29.682	26.38	27.37
SNHG5	10.071	45.096	39.53
SNHG6	6.76	49.905	32.098
SNHG7	46.176	62.503	57.642
SNHG8	12.445	40.028	37.674
SNHG9	0.258	15.329	12.038
SNHG10	7.636	18.979	19.293
SNHG11	1.092	2.796	3.291
SNHG12	20.883	26.349	23.247
SNHG14	2.008	1.077	0.941
SNHG15	14.839	49.535	44.912
SNHG16	29.411	50.928	41.577
SNHG17	24.061	48.991	46.049
SNHG18	0	0	0
SNHG19	2.788	13.132	14.646
SNHG20	18.898	18.254	17.096
SNHG21	0.076	2.69	1.687
SNHG22	0.037	0.517	0.32
SNHG25	4.58	22.74	20.626
SNHG26	0.042	0.668	0.932
SNHG27	0.231	0.14	0.245
SNHG28	0.022	0.435	0.28
SNHG29	70.996	196.08	182.675
SNHG30	40.627	33.079	34.256
SNHG31	7.792	18.347	14.809
SNHG32	50.453	135.107	130.932
SNIP1	4.927	15.026	13.947
SNN	0.89	6.149	6.882
SNORA1	0.003	0.062	0.705
SNORA1B	0	0	0
SNORA2A	0.124	3.123	3.832
SNORA2B	0.003	0.003	0.004
SNORA2C	19.419	30.535	36.493
SNORA3A	0.239	5.283	4.219
SNORA3B	0.08	1.378	1.665
SNORA3C	0	0	0
SNORA4	3.792	7.255	6.228
SNORA5A	0.288	12.437	10.845
SNORA5B	0.003	3.86	1.495
SNORA5C	0.287	15.838	15.07
SNORA6	0.112	1.828	1.845
SNORA7A	24.356	65.534	72.759
SNORA7B	14.256	60.267	53.511
SNORA8	0.484	18.254	18.197
SNORA9	0.288	6.098	8.069
SNORA9B	0	2.274	0.699
SNORA10	0.874	58.789	64.956
SNORA10B	0.004	0	0
SNORA11	0.003	0.002	0
SNORA11B	0.076	0.003	0.004
SNORA11C	0	0	0
SNORA11D	0	0	0
SNORA11E	0	0	0
SNORA11F	0.257	7.165	6.521
SNORA11G	0	0	0
SNORA12	8.174	31.661	27.802
SNORA13	0.106	1.233	2.014
SNORA14A	0.058	0.003	1.856
SNORA14B	0	0	0
SNORA15	1.32	3.744	2.538
SNORA15B-1	0.255	0.002	0.002
SNORA15B-2	0.255	0.002	0.002
SNORA16A	5.357	17.257	13.189
SNORA16B	0.046	0.002	0.004
SNORA17A	0	0	0
SNORA17B	0	0	0
SNORA18	0.291	8.937	12.941
SNORA19	0	0.064	0
SNORA20	0.126	0.087	1.589
SNORA20B	0	0	0
SNORA21	10.561	23.72	30.271
SNORA21B	0.329	10.886	15.75
SNORA22	0.149	1.745	2.949
SNORA22B	0.122	3.944	3.016
SNORA22C	0.087	0.003	1.858
SNORA23	0.671	32.377	35.321
SNORA24	5.181	23.862	22.124
SNORA24B	0.003	0.044	0.04
SNORA25	0.16	5.001	3.373
SNORA25B	0	0	0.002
SNORA26	0.161	7.427	6.216
SNORA27	0.125	2.148	2.434
SNORA28	0.114	2.85	0.12
SNORA29	0.071	0.042	0.037
SNORA30	0.004	0.047	0.447
SNORA30B	0.059	0.003	0.049
SNORA31	0.101	1.614	3.452
SNORA31B	0.559	19.091	24.654
SNORA32	2.801	4.474	5.542
SNORA33	0.171	5.16	4.808
SNORA35	0	0	0
SNORA35B	0	0	0
SNORA36A	0	0	0
SNORA36B	0	0	0.054
SNORA36C	0.055	0.038	0.034
SNORA37	3.687	11.569	11.531
SNORA38	0.468	20.01	18.086
SNORA38B	0.321	12.455	20.742
SNORA40	0.273	10.692	10.79
SNORA40B	0.077	0.08	0.671
SNORA40C	0	0	0.003
SNORA41	0.053	0.986	0.875
SNORA41B	0	0	0
SNORA44	0.164	6.315	6.701
SNORA46	0.091	0.046	0.777
SNORA47	10.587	16.048	12.263
SNORA48	35.111	203.409	189.718
SNORA48B	0	0	0.002
SNORA49	0.705	37.103	30.351
SNORA50A	0.224	3.16	3.085
SNORA50B	0	0	0
SNORA50C	13.864	20.952	22.131
